Team,Tag,Topic,nDCG@5
Katana21,bert_test,100,0.0
Katana21,bert_test,99,0.0
Katana21,bert_test,98,0.0
Katana21,bert_test,97,0.0
Katana21,bert_test,96,0.0
Katana21,bert_test,95,0.0
Katana21,bert_test,94,0.0
Katana21,bert_test,93,0.0
Katana21,bert_test,92,0.0
Katana21,bert_test,91,0.0
Katana21,bert_test,90,0.106
Katana21,bert_test,89,0.0
Katana21,bert_test,88,0.0
Katana21,bert_test,87,0.337
Katana21,bert_test,86,0.0
Katana21,bert_test,85,0.0
Katana21,bert_test,84,0.203
Katana21,bert_test,83,0.0
Katana21,bert_test,82,0.31
Katana21,bert_test,81,0.0
Katana21,bert_test,80,0.0
Katana21,bert_test,79,0.29
Katana21,bert_test,78,0.0
Katana21,bert_test,77,0.0
Katana21,bert_test,76,0.154
Katana21,bert_test,75,0.48
Katana21,bert_test,74,0.154
Katana21,bert_test,73,0.22
Katana21,bert_test,72,0.0
Katana21,bert_test,71,0.0
Katana21,bert_test,70,0.104
Katana21,bert_test,69,0.0
Katana21,bert_test,68,0.3
Katana21,bert_test,67,0.22
Katana21,bert_test,66,0.132
Katana21,bert_test,65,0.0
Katana21,bert_test,64,0.0
Katana21,bert_test,63,0.0
Katana21,bert_test,62,0.0
Katana21,bert_test,61,0.0
Katana21,bert_test,60,0.0
Katana21,bert_test,59,0.0
Katana21,bert_test,58,0.0
Katana21,bert_test,57,0.22
Katana21,bert_test,56,0.74
Katana21,bert_test,55,0.14
Katana21,bert_test,54,0.0
Katana21,bert_test,53,0.0
Katana21,bert_test,52,0.0
Katana21,bert_test,51,0.163
Katana21,py_terrier_xgb,100,0.26
Katana21,py_terrier_xgb,99,0.461
Katana21,py_terrier_xgb,98,0.26
Katana21,py_terrier_xgb,97,0.434
Katana21,py_terrier_xgb,96,0.0
Katana21,py_terrier_xgb,95,0.286
Katana21,py_terrier_xgb,94,0.0
Katana21,py_terrier_xgb,93,0.684
Katana21,py_terrier_xgb,92,0.0
Katana21,py_terrier_xgb,91,0.101
Katana21,py_terrier_xgb,90,0.806
Katana21,py_terrier_xgb,89,0.499
Katana21,py_terrier_xgb,88,0.824
Katana21,py_terrier_xgb,87,0.194
Katana21,py_terrier_xgb,86,0.0
Katana21,py_terrier_xgb,85,0.367
Katana21,py_terrier_xgb,84,0.106
Katana21,py_terrier_xgb,83,0.461
Katana21,py_terrier_xgb,82,0.826
Katana21,py_terrier_xgb,81,0.286
Katana21,py_terrier_xgb,80,0.376
Katana21,py_terrier_xgb,79,0.663
Katana21,py_terrier_xgb,78,0.617
Katana21,py_terrier_xgb,77,0.544
Katana21,py_terrier_xgb,76,0.376
Katana21,py_terrier_xgb,75,0.868
Katana21,py_terrier_xgb,74,0.52
Katana21,py_terrier_xgb,73,0.663
Katana21,py_terrier_xgb,72,0.749
Katana21,py_terrier_xgb,71,0.097
Katana21,py_terrier_xgb,70,0.349
Katana21,py_terrier_xgb,69,0.285
Katana21,py_terrier_xgb,68,0.714
Katana21,py_terrier_xgb,67,0.693
Katana21,py_terrier_xgb,66,0.464
Katana21,py_terrier_xgb,65,0.154
Katana21,py_terrier_xgb,64,0.0
Katana21,py_terrier_xgb,63,0.714
Katana21,py_terrier_xgb,62,0.0
Katana21,py_terrier_xgb,61,0.213
Katana21,py_terrier_xgb,60,0.213
Katana21,py_terrier_xgb,59,0.295
Katana21,py_terrier_xgb,58,0.868
Katana21,py_terrier_xgb,57,0.357
Katana21,py_terrier_xgb,56,0.617
Katana21,py_terrier_xgb,55,0.229
Katana21,py_terrier_xgb,54,0.45
Katana21,py_terrier_xgb,53,0.53
Katana21,py_terrier_xgb,52,0.499
Katana21,py_terrier_xgb,51,1.0
Katana21,run_tf.txt,100,0.357
Katana21,run_tf.txt,99,0.0
Katana21,run_tf.txt,98,0.511
Katana21,run_tf.txt,97,0.106
Katana21,run_tf.txt,96,0.0
Katana21,run_tf.txt,95,0.106
Katana21,run_tf.txt,94,0.0
Katana21,run_tf.txt,93,0.511
Katana21,run_tf.txt,92,0.0
Katana21,run_tf.txt,91,0.0
Katana21,run_tf.txt,90,0.868
Katana21,run_tf.txt,89,0.097
Katana21,run_tf.txt,88,0.824
Katana21,run_tf.txt,87,0.414
Katana21,run_tf.txt,86,0.0
Katana21,run_tf.txt,85,0.307
Katana21,run_tf.txt,84,0.286
Katana21,run_tf.txt,83,0.307
Katana21,run_tf.txt,82,0.791
Katana21,run_tf.txt,81,0.307
Katana21,run_tf.txt,80,0.183
Katana21,run_tf.txt,79,0.623
Katana21,run_tf.txt,78,0.239
Katana21,run_tf.txt,77,0.0
Katana21,run_tf.txt,76,0.433
Katana21,run_tf.txt,75,0.345
Katana21,run_tf.txt,74,0.617
Katana21,run_tf.txt,73,0.567
Katana21,run_tf.txt,72,0.53
Katana21,run_tf.txt,71,0.106
Katana21,run_tf.txt,70,0.186
Katana21,run_tf.txt,69,0.362
Katana21,run_tf.txt,68,0.693
Katana21,run_tf.txt,67,0.846
Katana21,run_tf.txt,66,0.47
Katana21,run_tf.txt,65,0.0
Katana21,run_tf.txt,64,0.194
Katana21,run_tf.txt,63,0.846
Katana21,run_tf.txt,62,0.132
Katana21,run_tf.txt,61,0.367
Katana21,run_tf.txt,60,0.213
Katana21,run_tf.txt,59,0.0
Katana21,run_tf.txt,58,0.597
Katana21,run_tf.txt,57,0.154
Katana21,run_tf.txt,56,0.655
Katana21,run_tf.txt,55,0.431
Katana21,run_tf.txt,54,0.373
